name	HU_neg_017	HU_neg_028	HU_neg_034	HU_neg_051	HU_neg_060	HU_neg_078	HU_neg_091	HU_neg_093	HU_neg_099	HU_neg_110	HU_neg_130	HU_neg_134	HU_neg_138	HU_neg_149	HU_neg_152	HU_neg_175	HU_neg_178	HU_neg_185	HU_neg_204	HU_neg_208	QC1_001	QC1_002	QC1_003	QC1_005	QC1_006	QC1_008	QC1_009	QC1_011	QC1_012	QC1_014
M305T322	679685.062279514	459281.792196811	4658125.43867171	793962.421619261	5925687.97944108	3271898.21929272	5967536.6174443	4181305.11214161	2486035.73343604	374018.075753995	8116659.18713991	960922.136866928	5921973.72616024	2982678.57324209	6717580.68937555	690256.062852141	6850741.61497788	757253.285275318	1317005.7219531	736271.13119277	6094764.79864583	5984998.26914211	6266965.3967196	6179890.41497569	6492376.42647311	5422937.69135975	5032480.32736263	4369163.58710448	3608818.78046284	2892561.10267859
M305T480	6269.7401252501	1662985.49237769	126547.853270293	21672.4617859185	1264932.39418157	659872.112046876	337766.79373428	36017.4863832275	751186.856921351	115061.188769165	146455.181222998	654068.530149029	490100.337501867	2220229.41280104	669048.180408177	1089372.04701999	217990.841042648	469307.284062069	1374924.44556606	28180.569520504	389130.935662442	395269.112642364	393188.047324934	314042.033460805	378717.318824817	288916.648101288	309049.166454641	198616.980584034	252937.504586747	130701.980087858
M306T1006	247487.930292371	265913.02238919	307278.994632303	290643.874575376	260323.854793231	306978.690352327	328969.67092753	323901.529716046	345152.835987957	354237.126687553	326433.626751842	349569.821378003	332718.301478499	334379.761679623	311683.627802254	308172.250146893	305925.412500965	305981.242079132	254214.500081368	266416.814585953	222687.538556883	243365.207125877	253975.935034951	308603.090208794	357657.847705172	325482.14899515	337946.182077297	326556.694408348	294067.69340053	237114.200991071
M306T322	51392.9599386161	61243.7802734374	328171.978592188	60372.7071140197	472135.183843902	230584.072372971	493347.631696722	298417.561914246	212696.542144904	24922.0323647282	663522.411813356	70215.8625562358	474468.176887241	227305.881067382	564742.941036401	43666.8035928505	625071.23126964	62018.0209611601	163626.974987921	53016.1834314728	457031.939604166	488871.565595526	463127.481823943	526848.749173262	516781.713872297	448395.928751628	402415.235785144	337748.58322281	292003.255015388	229197.843197581
M307T48	74982.7043152287	126467.054624023	92349.4993091586	65731.4710283657	79186.3146340832	108280.257364814	144150.148350928	68794.5416410338	119663.594368658	90186.9976065725	103933.375738177	119039.111241692	100164.286905994	92923.5965880669	93794.449306952	65257.731637491	108922.509126353	92490.8610868032	171636.440567811	51440.6385809854	132675.664471437	142661.169830158	96931.3311099575	122840.802707286	124644.049701203	101544.675024233	84345.486752782	80233.3839684307	78238.3921642321	74272.5446366978
M307T299	118013.070187337	349854.893622504	420683.809624841	25747.9229292111	720376.050019183	234727.115022601	864456.660180686	197266.551501855	539603.964643611	159467.538088257	203704.117491982	466822.857108603	190731.599893466	1046868.85147702	458026.034701836	262435.966017525	324585.461758614	48654.9951965009	1719641.39461505	77231.4072495294	661756.576875563	621444.871240638	611240.79897715	598245.2256625	580631.57246248	488558.889979766	472265.671956006	424669.058380472	330205.301981506	262623.455926358
M308T1020	337932.053077946	173538.342857778	146965.894916382	629781.299223722	513244.670768972	646032.193223576	812250.014102785	834540.389080436	1101816.38193051	1049314.47646257	1148720.52852539	1121788.58685547	1090159.10399135	1132735.56900726	1223957.18215312	1241280.05902136	1169759.89890031	1344434.30061079	1006493.51404741	1072193.76352539	284165.904408558	431048.915881667	626235.853010615	905735.631043539	1177096.31819078	1239439.83263748	1301105.46799277	1346608.27528717	1341253.60381141	1046294.77108503
M308T303	133228.835233305	1336434.78924854	433845.032831473	54152.5443827648	427432.903222005	262535.217570557	280006.844853586	98679.5362644579	133630.936233041	122630.875051556	214449.855339844	212408.803643912	210948.030314465	414923.973564109	729925.566706751	654852.497820518	156213.292253906	97508.3728524504	429536.467360242	93511.6472902832	531270.235598968	461417.553604772	499007.225256423	510326.779874002	530520.273445312	418340.462968191	390536.78165675	348378.943538812	297674.920138236	221017.259171534
M309T1005	202158.282802034	229879.899526367	246908.02276187	191796.114246095	192837.43266862	191889.177304581	217700.36232426	217735.618041764	214084.789509405	230705.589418888	218887.596886314	230960.733439764	210513.990924473	199301.307946614	205879.27388612	199508.213177832	205310.23039686	192020.133669907	170792.436290882	175975.006278181	191278.826339494	193044.693808212	194570.417996235	192573.082485265	208195.576634633	204950.029871301	213849.205455206	201946.4255593	177020.852891299	147641.576734408
M309T409	280826.550631673	1199849.0660578	304629.020175954	5051.39560208485	2740652.83622389	1602368.99909988	3172501.30759239	551573.637469531	742613.408001952	610753.493817138	726156.962089722	374371.576211039	1489814.99409124	266379.806095035	123091.200344167	500378.473380325	124313.213133667	342214.865802504	215747.030486528	219667.77192583	262923.267884145	296536.259921695	318203.90378919	343959.731197754	353522.138207806	299252.829015515	273008.259633372	277245.260271865	244129.524630937	188210.885994141
M310T284	467676.844750373	1423222.36907422	680667.067941617	212268.261660466	1221266.79856677	1066645.10219422	653809.605040116	328749.655666492	1328215.46634765	601862.528583257	459104.678810487	760773.098819038	1067223.16513131	972970.065862944	1250792.45241798	823910.39087572	603624.650942251	248174.649099265	1161847.03821425	236479.765660678	1175220.77613281	1130991.01844032	1100827.46065874	1056571.51790259	1015708.02507422	794417.031196933	921432.72438978	783295.015408949	652197.787685139	556491.95294798
M312T452	4592.20526045636	13885.3670509277	11899.3292638148	11426.6704221608	3814.32600502231	5262.07092225611	22847.9128775024	2014610.78516299	4355.87437543946	2569387.4627433	541850.585971727	1280542.90641244	5870.67265490723	199586.249089318	3314964.20591278	7706286.86288256	332953.027367816	132282.151001666	6896732.12660205	207422.840518111	509679.765251042	479101.27972155	531947.614311459	493006.869983309	555479.973568004	468006.926696784	481287.125529815	422212.74963934	386360.714447925	307790.87572499
M313T405	34919.8830622877	130650.892525093	687266.640921955	13524.7652806424	437988.086030974	604846.141559331	7971396.01769399	2668636.06205794	1464230.56868945	602890.828649658	4323955.42709623	12563503.3793221	51453.8884543679	101383.561136752	425709.847395587	1159942.64640219	7573183.61621667	18824.7174501077	986148.029292565	30490.0432137747	1464766.19685423	1387209.61246343	1461928.34125306	1551891.76278203	1458683.98787625	1332328.85759961	1231086.6784695	1079259.08575138	1037171.05068666	890922.063912455
M315T245	262433.036334201	1221930.147924	356388.393599219	144739.952969771	868193.521972656	652576.429615812	541387.830404963	450116.385048374	869492.143747075	115149.596543872	706832.3479584	972034.692962774	741356.710417167	557516.797714297	971096.021024525	793475.546611679	361870.281965201	136036.612987633	715278.655465307	142853.356899919	700251.779690461	650197.104057671	674108.847157439	643077.93510963	633210.773855035	531042.675208888	522983.170643793	436839.103893375	398930.955789407	321118.622257708
M317T327	50791.7371258311	429848.673473924	914985.890030911	5555.67239087976	540815.841863726	234730.835617304	2212432.29631091	3267675.64858399	509410.894555665	56045.692443099	7129188.95172638	9377027.01544983	230961.753305802	538272.813722424	295274.285310319	436193.199335208	5828297.25167868	44282.2737509765	796279.000124952	24244.9306396748	1538010.61645366	922892.849073002	1502719.77556902	1032559.80417627	1733530.04169434	1461161.81886787	1378554.28262044	1256880.3101418	1203717.0437123	947687.933619087
M317T448	70996.6900925465	963463.475331208	198963.005777071	38427.3774139262	899416.641076129	2011228.80175459	804493.835751576	50416.4100847749	1364869.39640534	160020.728141927	301963.685302571	407252.681188267	852537.563620012	1334705.14770548	416519.61769316	209394.039767066	586383.569115461	117039.572665026	478935.397228351	136123.889456644	758069.763508357	698995.671452876	723557.444511445	692648.677651323	754103.874601347	638676.231981735	605809.102799749	531354.314774121	505323.356718863	374939.715626492
M319T317	416913.385893749	627104.021131642	329174.539002976	301642.773471799	1081068.49619675	1189836.79716199	1305194.6569114	715524.809809367	1282848.01558031	1051229.27609603	926974.621787111	2118655.06094845	538759.219881696	536905.063096875	1406643.39004291	584763.570943359	1584889.65355288	451268.812528383	1898641.1090039	310761.795046883	1296742.82372412	1283148.66472439	1289424.70868533	1460019.95645679	1346606.96912498	1388937.51861454	1323597.98561869	1298685.58069318	1222836.13636552	956710.908465304
M319T461	26922.8456095655	1039192.37794829	151692.945804736	43022.2585797729	281079.125096585	365195.506385766	311263.537362488	90870.5927018554	2393616.60224499	74806.0661525316	145304.410533128	405445.968993327	3294426.88035381	720980.752019732	156140.645822872	2464816.53943064	2438566.366424	87042.1390077548	357468.440762992	35662.8234141956	2002852.95662791	1892531.19165816	1983369.36582254	1808093.55385238	1829680.70925057	1498891.30607504	1539439.77198109	1407659.06717501	1247790.14700504	1029169.04799121
M320T129	400729.119774215	2785132.86820075	636436.007745347	272860.928360621	3363901.78361688	2376499.64435383	2724824.83913066	576127.526517558	2289899.98204651	511295.983944397	2430809.40912874	2113122.15146854	2252262.10962699	2977207.7389296	1946341.52318874	1014601.46227446	911121.925404251	242970.212234375	3448050.58589518	198506.386293075	2013277.02311282	2074767.17396308	2158917.09182874	1961976.26835226	2035157.01408841	1648157.39121061	1610919.31372391	1445316.95391153	1267707.03127892	1010795.0651127
M321T1012	1704439.45304249	869784.139514904	768769.477586451	1981018.96408051	1748608.97584729	1759480.37701329	2068368.28348164	1978755.2315711	1816203.06827076	1932694.93114162	1404756.72249703	1672418.90825061	1426384.35275968	1294781.91062391	1452768.74088542	1016214.15463851	1006810.28457185	875782.70327904	708522.585333677	739002.59293861	1288204.97936377	1735002.66390878	1931635.75867757	1785628.06882396	1882901.77496031	1398550.64753122	1370373.98602176	962426.200536261	857616.401806844	525346.150312501
M324T305	1345810.58507295	12677083.6496925	2059161.86218067	539886.493044922	11067416.0890641	8674257.83097219	8904241.43142317	1638904.70962902	1683927.58988508	1879873.17288424	1439978.33642993	1223207.95704604	7154804.75897479	15423675.4414884	4952670.43491227	6655640.23950169	3370564.87163342	1441497.1418225	3831161.80527276	1302165.61886556	7217122.77299286	7082204.41706385	7384678.66530275	6780662.00961109	7361720.56278349	5843473.11432036	5729362.70844431	5238561.66534239	4336767.95880893	3462356.31121773
M325T408	89605.9489834439	475984.591008656	1908036.55150475	2633582.06455378	1822494.17147199	7038493.20303263	7914181.45851782	3493449.41931152	674047.044961711	129288.819229802	6603510.26810012	11286439.1900798	689014.817291119	378923.664329983	420341.166321551	238083.918101124	3505564.41591324	132346.044749614	1288881.16894412	74389.198293647	1956347.20714521	1921979.51582095	2064479.6695766	1962615.00524462	1970441.35567123	1750349.51567058	1665550.21584865	1504205.32321875	1375394.28463126	1104991.9826665
M328T234	65115.2387231446	546076.095832436	151736.974652669	97236.6543079971	681841.301584335	381252.535847996	243051.889898047	92685.1582437066	304847.480182568	714984.092856756	831066.269508003	522721.05863457	383069.496043294	296622.028665551	504178.564150554	193560.671853929	194874.784558911	35803.2325632214	471052.715477545	54162.6141739258	314183.741137218	332630.095651346	325359.369329557	312680.473912435	337693.865535373	270330.626375755	250102.680394752	244818.828526026	222841.122188136	158040.848392731
M329T476	45358.6720842908	1649537.51851628	332696.26236466	102528.854024797	1858039.05017116	522366.38762717	571265.744901616	640599.414243681	1203261.49757006	4144137.70882832	330604.142268415	421759.573983279	821809.449159168	740303.993229384	1314959.8536	2753650.2542648	192822.827899775	108431.179654047	3727032.2439025	151401.170998326	1330343.72266658	1368009.57411524	1390966.83849125	1329520.66643518	1370575.85696589	1223937.66412544	1125182.45041748	947989.983717651	970325.006957466	714042.355197813
M330T328	117802.407053919	149795.903242676	614336.353819896	46171.9373729567	780881.488156515	3647860.85389165	3452236.13877033	1213721.17445069	1024246.78015134	158703.576202995	1727224.48406561	1596142.5996302	2486679.44391857	288477.285422125	386554.254934695	532974.695747169	1321509.70182329	387267.513288087	1405400.30841006	230219.077843262	1115832.58615391	1097554.66350213	1198544.23715	1205408.6341462	1247934.17988403	1071841.15018156	999222.2524192	926754.468030461	858066.024926329	645779.394583086
M330T439	125291.733392625	934026.049534597	399694.167728357	87922.5119349888	534036.218848952	2279482.25192413	862012.422766014	34917.8694906762	3194881.89997908	525382.95615391	240054.126510147	225508.202080245	1525991.68230619	885624.828099039	430362.02524846	432799.096273226	643193.71747125	49638.7139582316	432081.03281347	116452.059331368	942856.204139018	885268.820649133	819662.331181618	862910.16712398	831941.919695934	754525.624977051	723049.965790246	612970.972396689	574557.787613282	465379.420670201
M331T495	766687.082074729	42338736.0986189	6363681.40155057	1403658.67812598	9372076.16710714	4643023.41997858	2783347.4475465	11605522.393835	1100015.3795037	24944379.5780651	20429534.3970105	5488326.6435792	293934.209389625	3818448.61516739	22666730.8910771	29795617.0567062	440935.774741467	5025557.94157103	38078030.4339758	11058583.6703494	35506586.5020917	33519780.8268088	33759593.0788871	31316528.9144311	33490619.4418633	27640621.542515	26680434.2120601	24316945.192793	21397826.9816141	18270708.7838211
M332T495	99520.5795847565	6831131.499344	853611.225625063	179289.573631092	1432242.99547149	571080.346858072	342393.063279994	1807210.25518983	103123.843194011	4245506.81635419	3231046.55873509	788151.569244184	32209.4325734619	531772.436222692	3884539.2808256	5205934.36719567	60408.3913741619	762230.246914369	6555900.55038	1863131.57229098	5863023.86216954	5620544.82922692	5730032.50362495	5267930.02264747	5699516.73507201	4616548.02637779	4516132.79705407	4159340.56011768	3637215.00348659	3160094.19859429
M333T496	97593.3027421985	760665.152850107	152394.033877632	14110.5025978733	308647.595814626	154954.133387304	202040.665812098	221311.657078447	88645.2775995009	377425.176228904	476772.44639343	467114.049119851	398852.004802325	454819.166665885	518706.817596482	617636.921393066	390116.727681678	89276.0814737356	684891.781997122	186104.147766113	775020.340940367	800564.40707374	791932.286863241	759054.062937728	763113.79479274	660923.852045702	626612.508673661	568275.892342893	526526.1384375	445891.90834859
M335T80	2862175.91088059	3880543.06958237	2779649.53133106	1170975.68513899	8347803.71458801	16278476.176152	11272279.7030068	1166806.0452256	5904823.38962959	4933711.17609729	7208760.2313736	8238810.12545073	3163430.68433329	2551244.69244403	4845293.12083917	2150523.4587498	3876668.8198434	1028653.78968475	2417848.89585328	522688.638847374	7128657.10987024	6507915.47375145	5956499.52762486	5278070.73699648	5087464.03806203	3829036.24274758	3649661.99464499	3012100.88563546	2592158.53307856	1607995.94475647
M336T375	1606412.04470527	553408.653418445	1328276.47729852	630885.042209735	165872.612293042	3231114.18905053	703175.714786683	1008225.62603106	4181500.51249999	2258918.07991458	1730746.10335823	3535689.37107188	1993907.12351721	1362413.00447468	3007940.76511349	2404438.67700074	1758526.74355912	792321.911244775	976094.463764215	509002.026527395	1274784.62872656	2778210.83086497	3376727.2094883	3635705.05327148	3718135.18004464	3063678.95329146	2927613.43246914	2577895.54617914	2446769.92014355	1618695.60314342
M337T1017	302584.21381648	324453.902436236	353420.939879433	548197.920242874	432512.800330233	499809.93478374	668699.186631828	750639.493493752	921425.998120243	871480.809029137	897230.697203707	857968.253302004	861035.303425763	890009.698321976	868919.28500665	882052.482705076	783771.101490368	838275.682834823	670572.439925737	675884.738850585	275265.192506893	366518.897018828	569083.274943653	788918.865464065	950979.681369977	914083.365761718	922555.334727784	859456.367067765	843959.459689455	598546.152418154
M337T376	388753.688447642	439999.563260742	443945.288880985	284555.449091421	6482532.77737826	665186.552027439	1113855.6355087	324815.026998728	735774.906044482	471024.801840821	368842.472210562	717353.975994592	508624.283902807	395412.89109375	571827.978733038	490125.051898045	326217.73904611	176241.159555894	300614.799602373	120087.571213623	489221.134702393	696269.444895241	752054.020261579	740611.664863282	763007.954206122	614121.290711576	576031.435971996	478709.732326301	424150.326467641	310961.112329955
M337T274	220993.590880302	249408.646562267	626702.961406478	181541.644935332	242122.129691724	200705.495501755	2592811.7593642	2352501.54965342	491346.241243704	158358.526483899	4557004.88793342	6225607.91578544	120134.050371234	531194.165823933	104608.504964009	83354.671625183	3975725.9840986	41798.9148661361	77658.3154278156	34628.8011308158	667436.48518466	672461.021187744	630007.87276719	578741.730230224	574403.506153342	456851.9114118	402555.913265869	330092.924632788	289860.529195972	178529.817224942
M341T70	561552.640565948	1199896.72196634	811967.123127232	278802.877090363	1311806.27531174	629674.801095267	625457.053172141	395525.183913878	1112932.2583902	449310.189627208	547154.406049782	718009.521298476	992473.099034596	1108028.77995423	1135325.32385586	785450.217559388	577187.237232272	335555.812248584	967074.641869141	279730.430640874	1007935.80662827	1280421.27593331	1171161.70924689	1172550.86234935	1193581.21542318	1014879.78534885	884105.268880065	801850.807250023	710102.832803008	536721.084249875
M341T354	175466.837586914	317284.921061402	124548.581598259	240456.222591406	139787.24021607	489375.927016562	65229.5400823102	299517.493281301	176290.204820269	231914.187102317	87249.4275090391	4168.39262569755	85603.3897705794	66192.1623652588	118756.700364844	96471.6087733218	17646.4038583985	157002.167061523	1518328.99761166	172661.948510418	145509.234519614	123816.503166504	186131.458754571	219551.587315578	169556.008493229	171359.447402344	172198.813529501	138268.241653511	131383.872237016	95279.5443401884
M341T467	15796.0377177527	584625.057225877	727857.377385946	806102.887439808	398317.620361746	1510624.07727568	1283333.50601504	1084643.93838425	1063610.52872137	599345.27142627	385865.327905167	399657.252730034	1266555.07986833	675601.402190321	241719.818439453	261639.042180914	746750.71289948	154194.6942337	566405.02696921	114511.827100483	1929658.24709033	2028417.99895383	2155744.24282605	1870701.5988606	2071362.07618433	1733151.38817539	1593597.99724006	1471548.33930971	1263720.82756745	1032359.05537419
M343T475	163072.815375665	1150378.74915558	2903520.58304767	221351.123999875	1261518.05226837	2882550.52838721	5205684.39962643	4818244.26516248	1810055.59027261	1817211.408671	662877.386362848	1197956.98526256	5579365.63243627	719231.209535472	1559702.65757978	732570.940216387	3467218.6275529	379366.350374626	5621295.81907007	546196.110902255	5248432.06304853	5200826.53698633	5410062.96698867	5281289.12375404	5246243.97631135	4459955.38389309	4257338.82354895	3697574.48743945	3401009.35098169	2617422.60483706
M344T467	546507.948964409	437804.944685407	716389.694547025	87187.1059612928	403282.928329503	789316.115820207	1060431.54728237	693869.799141908	559757.565104181	476013.52792871	269152.507821652	1272923.65822917	982909.096079186	389096.917268928	750147.382318836	261566.119921875	534630.452483074	140307.472918919	1354100.71625446	94489.5257341146	1309825.73989075	1251938.60069824	739295.397775689	696512.265510671	1174335.17178125	994301.578601758	956493.445415771	839520.264700823	788833.047342553	613518.485359816
M345T414	2539684.97572873	6064619.71397035	20500366.3053375	3308521.77625035	6307935.01465023	8339476.14260298	18415661.8816063	22339044.2326424	4979419.71733726	17664796.8260864	1748975.5708249	446404.995814192	15550744.1571906	2193797.8989668	1044663.5511873	2871035.27144251	7599465.63321138	1788712.48764784	11461492.3449967	1914747.77933962	28150227.7636089	28294024.6288056	30056809.1654071	29162338.0333288	28088808.2043848	24124996.835606	22154207.9754855	19629485.5965327	17613530.4966306	14885577.8107746
M346T415	1559387.08795234	2027576.87853872	2927983.97871986	372495.190627441	763514.231350142	1096712.06864956	2651454.3532916	3430625.65467612	1361193.31649001	2718770.59096385	1277787.38986646	3774334.73634426	2344763.95109096	2565904.77905388	1850255.35589355	1171265.39152241	1071105.63322851	239336.16721257	1590188.38497516	243723.03446378	4081299.55692022	4285113.23516271	4514043.74761411	4504932.71845655	4276048.55841309	3804101.89826927	3482569.76876304	3103437.46971283	2776792.83565648	2368846.84281155
M347T319	64996.509417016	314338.197783746	1269255.60563319	5954.00053925306	156303.53733036	221041.846152866	185555.716866597	62626.8569242568	1023940.19359443	436850.073938674	119909.09175	62581.1617889892	547149.498278972	952664.996746523	390004.606727679	301033.497869318	183244.051484632	0	83427.5202322266	75032.1813664589	351247.878344727	312370.397032986	376903.916217318	379684.856306108	343248.131812101	309684.48645759	355146.802844238	189495.19779284	182041.425151136	121726.687786163
M347T422	63929.4814836379	4152384.90174996	512893.964566009	127145.340560584	299722.848378472	352311.675132324	259832.57311556	949078.06252926	151581.176974202	1393003.98979525	1432861.71329723	517153.933737375	217720.714278978	435932.540583294	1810655.97457111	1700091.52874671	501236.075142925	273429.642610766	1438621.51584722	957871.931835964	2492455.80128711	2598370.75185747	2668586.79733622	2696343.55447509	0	2343001.45365589	2041053.95357943	1970610.35440447	1692414.82861285	1418965.06114285
M350T385	3052374.2590345	12892896.2426888	6495403.61003491	2761383.04047963	13900449.270163	8174799.71956853	9523700.27495434	3150787.06206391	12524746.2639977	453091.551173566	8855875.1756125	2089328.52991852	17065335.4137568	6987646.37444099	5613705.30809319	5792488.95533417	4329796.37688197	4281221.40112832	10905696.0649367	1833743.74789535	10859551.2119812	10458944.0952922	10253942.6673693	9442562.67472368	9473720.38474789	7514565.82468505	6860315.73770036	5804246.45830227	4945298.36599507	3798466.66067474
M351T385	373830.480252232	1866989.74680877	846710.791010527	373362.955552378	2001043.73158065	1078801.30689497	1335056.17113965	401282.398361923	1817326.78459666	44427.5846524659	1213176.89819773	1200224.50271768	2643913.6788086	937718.843761354	789115.170544509	820611.002946117	655745.1035308	597725.383106933	1680062.04040039	208428.214813114	1431134.12101519	1408058.88730256	1458558.20022922	1285014.58556408	1273413.16666047	1042230.58298819	898746.354209008	784432.312333182	658180.653005758	509479.251566212
M352T458	316960.626154741	793414.975393533	1682412.55841226	726203.501624068	786314.279155577	8688863.77909473	4744802.26394305	552124.800952415	11277052.7161671	3376874.54912652	21959595.9884408	3169885.0560422	5728447.65857418	16036222.7281687	627755.39673899	2174499.16224827	7651299.15498381	4530999.26210834	2790496.76031329	132476.59989251	5472498.10332934	4627612.71568934	5016456.18572565	5230458.7589126	5214663.90260263	5116870.50940925	5184151.31586783	4544971.44198712	4309019.96414164	3675963.64977392
M353T458	40220.8280174419	112255.929916197	208924.400363325	86007.4327619687	143590.207085234	1072651.09779236	693194.792316097	1043153.13894898	1579751.19000928	419850.728910378	3580695.65176191	1871975.78080219	768354.529538085	2544662.43033122	88369.81195643	274746.991625073	1206435.67475536	596173.177263234	384198.557737427	20575.5322985909	682653.410821107	503479.162793991	486013.239643465	617962.268559675	590709.754481307	589891.447230025	588488.959744395	592615.709242933	492150.092551209	456372.428869669
M355T321	0	108198.546803064	463292.873338424	65909.4059258813	871050.089779541	901694.284920178	315245.63135813	440419.232802417	157348.288112329	12518.9584723057	546738.358428051	1101350.22373177	649465.601660869	283998.00738777	271184.110204467	146540.687573677	545488.928895836	5054.53466478752	533798.527313128	137301.018938782	511971.801979832	310551.88905791	499882.859689795	359687.634541015	392186.119627476	355853.286173828	404526.76863136	418405.697105329	359025.578815803	226017.264114746
M356T456	320375.468102865	391760.26059668	853555.083071397	824695.96912793	270088.464411342	121544.506933975	1710740.70531713	225232.660108994	2373952.43676678	886197.722233174	9070646.8267315	1831619.865763	725640.832724086	403819.397285644	283993.074767804	2060143.5258835	250817.498309044	636726.514630301	586194.345613059	76636.7566347656	1162278.51051242	1044079.49183216	888797.178137152	899202.51610113	872121.586799206	745204.746858302	818148.535928353	756346.846487664	660801.362977909	633534.747880173
M357T348	19100117.249168	51184961.7047488	21709889.2674332	17887509.4327782	36122421.7135843	89600074.2400375	28989019.5748212	42804636.9234661	25710585.2058743	14864288.9375493	21538112.986481	38011698.3760084	19534225.0553658	10523424.3896044	10055241.6078937	4536072.40128427	11977973.0736541	8281161.88864249	31894965.054891	9883099.93601025	38217307.3663233	30746280.2982902	30144781.5501627	26537881.6196851	23899401.4527091	19009625.2107291	17037472.4683187	14735230.7654579	14304370.2798921	11535319.3603334
M358T348	3075874.71798805	8617443.2425573	3294308.28077865	2989543.43192197	6189393.64769636	16236706.7802457	4691751.62678284	7282739.62823731	4043433.68814103	2491418.36274192	3247281.87536302	6038689.41952289	2803272.37951219	1478601.67744399	1380006.33318252	614976.886643265	1661392.08601256	1369781.76983784	5038256.60262662	1645813.2684375	6429921.18992119	4804345.37625398	4716952.34415046	4111293.1922065	3676730.49924984	2820850.15156599	2380356.97814151	2046208.60187284	1948513.2766694	1669716.61885406
M359T64	1041780.61814902	3111126.49203781	1337549.6031591	355164.109392969	2997286.35316353	4979300.94638979	2948518.90999723	1869613.45847072	2726492.33742321	1849648.89864431	1476170.71849298	3465965.97331205	1050334.03405621	1618409.41657584	1398398.33885618	1554931.1861117	1534401.18878799	335263.026932962	942462.011375769	402992.553613743	2559743.55483013	2516603.18669774	2278615.25672123	2467736.75492147	2383555.55482981	1924104.54978543	1624924.70957705	841705.443967346	711501.949929668	657554.606331807
M361T395	286008.632466635	1479695.74159939	1074878.97335358	163993.8077706	1799601.11169993	1583103.47606976	1836297.85423548	343919.223865631	2209152.50080997	1708526.37826986	891541.756755734	1457753.56195177	1961868.93841905	1410672.21943433	1405651.23016406	996169.552872504	1029431.35253203	379012.468258788	2182283.61046875	382267.02355307	1915575.21016985	1937216.13045105	2046217.593753	1913030.93493047	1921789.21237922	1611830.34539732	1427573.14842238	1347911.12539488	1139632.83634775	932960.596406055
M363T243	1067858.29047738	1446375.54774551	1973045.67301538	6545.37738902957	7949323.46486346	5309032.7271772	2409842.7896836	2440725.65993193	528944.403611828	124000.808378236	4700309.78182666	4578841.56308831	5503018.09310071	9648834.18854414	2067547.90605658	458323.398561062	5966970.47508472	14638.6310881805	12093844.917403	126946.74589997	3084211.73141117	2943224.68313553	3534458.66829476	3460910.98762367	3388929.09251252	2994881.22992817	2945131.07486465	2522301.61218282	2360682.24247508	1703603.14114649
M363T322	20125.0935008176	663852.909404069	3849059.11972427	1791089.30194482	1415959.89115285	1688002.49345582	2724066.29939504	9343663.51279982	861209.844258949	2470955.28053781	5614638.34245354	1081599.58920696	3935188.79418478	828985.936015782	329056.168548065	94650.9712672151	82194.7568046874	22217.5959870536	7419105.02232911	310074.802174405	2916555.55712982	2827399.77972185	2800183.17132024	2613027.79882201	2392546.37468133	1856609.59738595	1632602.2277194	1196845.72296974	962841.887179123	703841.76170752
M365T270	510166.565695956	2106775.08675376	774550.663667688	205061.53389653	1823308.56401337	1133231.00516406	834754.780645642	288893.847013184	1490766.04975081	340414.072611471	401968.722992569	572772.320449336	1463642.15899844	1447348.40188106	1622816.57914834	1099709.03452164	523345.598016917	191011.033178243	1639589.88118645	203056.816139059	1223924.92328385	1101810.70917414	1101380.99992346	1106479.26656877	1074925.07282995	922098.722327739	902509.418953435	680726.491865748	639585.278504333	559343.926383373
M367T497	2820737.80652947	30304117.8867244	1927236.44754502	469344.153029088	8963201.69492342	28880539.2394122	600399.955478878	760543.465501558	65511272.9897416	1024461.97639444	33357992.6701563	19359202.6703693	15820956.1603105	1734883.65055248	20956254.8814469	6259587.21769619	749875.992843751	170288.968443254	8002623.0458626	604165.396606375	12679979.4381965	10855046.0227676	9927869.02729573	10030460.2095584	11390417.3849742	12107992.7020198	11007288.7815259	9090188.96096454	8429045.12334737	7314549.07343941
M368T497	434973.189736102	5816227.3477283	295742.645361235	79015.6525069041	1455095.62635117	5653245.43550903	38773.8260637555	120147.800455683	13940501.8707193	138890.109315662	6520015.32770965	3715080.27191307	3090033.41511996	267962.235086518	4082090.08060547	986013.865239018	139173.404531586	13751.0812393663	1304073.42352104	68543.709468506	2158940.16772112	1697426.5590166	1424542.31625403	1506355.41452069	1821165.52119734	2140432.22152649	1936964.54921963	1657417.59331203	1552201.83863265	1367587.09992926
M369T511	2250012.90023703	11398673.5076353	2618271.96743535	1441225.27699468	36403159.9725642	25105605.7602459	6414142.00687126	2152273.79024382	15770391.1075872	1088829.88140882	23196417.9206086	11305526.1563194	10037720.5449467	2211724.74076898	12718362.1582614	2175350.59745753	3013999.63120403	131553.324087415	6351079.62409114	1420816.58181369	8002802.12260326	7748416.66495973	6998824.57317091	6807806.29653826	6895273.2258002	6272474.48245642	5838490.92831409	5366561.79585458	4888947.93972457	3895536.02282581
